id	SAMPLE_NAME	sample_type	Plot_ID	COLLECTION_DATE	Year	Year_Cat	Plot	Altitude	Average_slope	Exposition	Min_radiation	Max_radiation	Average_radiation	Soil_thickness	Soil_type	Soil_depth	Hydromorphie	Hydromorphie_code	Geology	Unnamed: 0	average_rh	median_rh	maximum_rh	minimum_rh	cv_rh	GDD	average_temperature	median_temperature	maximum_temperature	minimum_temperature	accumulated_temperature	cv_temperature
364525_217-LP3-ITS-0217	Lavaux_2021-09-30_must_Plot11_Row8/Vine30_ID72	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	Year2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	0	71.9489584971331	72.50186956521739	96.43716666666668	32.357791666666664	16.11835139160641	1297.271087217715	17.964399200932395	18.5414375	26.77528571428571	7.966541666666667	2910.232670551048	23.24693891229113
364525_163-LP3-ITS-0163	Lavaux_2021-09-30_must_Plot11_Row8/Vine50_ID73	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	Year2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	0	71.9489584971331	72.50186956521739	96.43716666666668	32.357791666666664	16.11835139160641	1297.271087217715	17.964399200932395	18.5414375	26.77528571428571	7.966541666666667	2910.232670551048	23.24693891229113
364525_041-LP3-ITS-0041	Lavaux_2021-09-30_must_Plot11_Row9/Vine20_ID74	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	Year2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	0	71.9489584971331	72.50186956521739	96.43716666666668	32.357791666666664	16.11835139160641	1297.271087217715	17.964399200932395	18.5414375	26.77528571428571	7.966541666666667	2910.232670551048	23.24693891229113
364525_160-LP3-ITS-0160	Lavaux_2021-09-30_must_Plot11_Row9/Vine40_ID75	must	Lavaux_Plot_11	2021-09-30 00:00:00 +0200	2021	Year2021	11	490	20	South	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Gravel_moraine	0	71.9489584971331	72.50186956521739	96.43716666666668	32.357791666666664	16.11835139160641	1297.271087217715	17.964399200932395	18.5414375	26.77528571428571	7.966541666666667	2910.232670551048	23.24693891229113
364525_169-LP3-ITS-0169	Lavaux_2021-09-30_must_Plot12_Row2/Vine10_ID76	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_118-LP3-ITS-0118	Lavaux_2021-09-30_must_Plot12_Row2/Vine30_ID77	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_028-LP3-ITS-0028	Lavaux_2021-09-30_must_Plot12_Row2/Vine50_ID78	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_110-LP3-ITS-0110	Lavaux_2021-09-30_must_Plot12_Row3/Vine41_ID80	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_141-LP3-ITS-0141	Lavaux_2021-09-30_must_Plot12_Row3/Vine60_ID81	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_069-LP3-ITS-0069	Lavaux_2021-09-30_must_Plot12_Row4/Vine10_ID82	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_012-LP3-ITS-0012	Lavaux_2021-09-30_must_Plot12_Row4/Vine30_ID83	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_094-LP3-ITS-0094	Lavaux_2021-09-30_must_Plot12_Row4/Vine50_ID84	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_164-LP3-ITS-0164	Lavaux_2021-09-30_must_Plot12_Row5/Vine20_ID85	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_209-LP3-ITS-0209	Lavaux_2021-09-30_must_Plot12_Row5/Vine40_ID86	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_182-LP3-ITS-0182	Lavaux_2021-09-30_must_Plot12_Row5/Vine60_ID87	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_092-LP3-ITS-0092	Lavaux_2021-09-30_must_Plot12_Row6/Vine11_ID88	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_111-LP3-ITS-0111	Lavaux_2021-09-30_must_Plot12_Row6/Vine31_ID89	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_089-LP3-ITS-0089	Lavaux_2021-09-30_must_Plot12_Row6/Vine50_ID90	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_114-LP3-ITS-0114	Lavaux_2021-09-30_must_Plot12_Row7/Vine20_ID91	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_112-LP3-ITS-0112	Lavaux_2021-09-30_must_Plot12_Row7/Vine40_ID92	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_062-LP3-ITS-0062	Lavaux_2021-09-30_must_Plot12_Row7/Vine60_ID93	must	Lavaux_Plot_12	2021-09-30 00:00:00 +0200	2021	Year2021	12	520	15	South-West	925	950	937.5	colluviosol	Calcique	above_150	Slightly_redox	1	Colluvium	3	72.75329490532629	72.9347106060606	97.113875	32.10463636363637	16.661423319979473	1286.8228752273058	17.897068636831477	18.24498376623377	27.50914285714285	7.779875	2899.3251191667	23.615954757680104
364525_176-LP3-ITS-0176	Lavaux_2021-09-30_must_Plot13_Row1/Vine10_ID94	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_032-LP3-ITS-0032	Lavaux_2021-09-30_must_Plot13_Row1/Vine30_ID95	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_049-LP3-ITS-0049	Lavaux_2021-09-30_must_Plot13_Row2/Vine20_ID96	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_079-LP3-ITS-0079	Lavaux_2021-09-30_must_Plot13_Row3/Vine10_ID97	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_175-LP3-ITS-0175	Lavaux_2021-09-30_must_Plot13_Row3/Vine30_ID98	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_282-LP3-ITS-0282	Lavaux_2021-09-30_must_Plot13_Row4/Vine20_ID99	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_142-LP3-ITS-0142	Lavaux_2021-09-30_must_Plot13_Row5/Vine10_ID100	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_241-LP3-ITS-0241	Lavaux_2021-09-30_must_Plot13_Row5/Vine31_ID101	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_130-LP3-ITS-0130	Lavaux_2021-09-30_must_Plot13_Row6/Vine20_ID102	must	Lavaux_Plot_13	2021-09-30 00:00:00 +0200	2021	Year2021	13	580	30	South-West	925	950	937.5	calcosol	Calcaire	100-180	Slightly_redox	1	Molasse	6	71.33489526587412	71.96485294117647	92.32479166666668	32.54754166666667	15.751160718490064	1233.0181250659637	17.544612421082768	17.90284090909091	26.10758333333333	7.337739130434783	2842.2272122154086	23.908978191786225
364525_060-LP3-ITS-0060	Lavaux_2021-09-30_must_Plot14_Row2/Vine4_ID103	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364526_320-LP3-ITS-0896	Lavaux_2021-09-30_must_Plot14_Row4/Vine4_ID104	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_122-LP3-ITS-0122	Lavaux_2021-09-30_must_Plot14_Row5/Vine8_ID105	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_120-LP3-ITS-0120	Lavaux_2021-09-30_must_Plot14_Row6/Vine4_ID106	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_186-LP3-ITS-0186	Lavaux_2021-09-30_must_Plot14_Row6/Vine12_ID107	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_052-LP3-ITS-0052	Lavaux_2021-09-30_must_Plot14_Row7/Vine8_ID108	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_036-LP3-ITS-0036	Lavaux_2021-09-30_must_Plot14_Row8/Vine4_ID109	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_151-LP3-ITS-0151	Lavaux_2021-09-30_must_Plot14_Row9/Vine10_ID110	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_101-LP3-ITS-0101	Lavaux_2021-09-30_must_Plot14_Row10/Vine4_ID111	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_158-LP3-ITS-0158	Lavaux_2021-09-30_must_Plot14_Row11/Vine8_ID112	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_070-LP3-ITS-0070	Lavaux_2021-09-30_must_Plot14_Row12/Vine4_ID113	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_116-LP3-ITS-0116	Lavaux_2021-09-30_must_Plot14_Row13/Vine10_ID114	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_065-LP3-ITS-0065	Lavaux_2021-09-30_must_Plot14_Row14/Vine4_ID115	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_129-LP3-ITS-0129	Lavaux_2021-09-30_must_Plot14_Row15/Vine9_ID116	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_168-LP3-ITS-0168	Lavaux_2021-09-30_must_Plot14_Row16/Vine4_ID117	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_189-LP3-ITS-0189	Lavaux_2021-09-30_must_Plot14_Row17/Vine10_ID118	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_167-LP3-ITS-0167	Lavaux_2021-09-30_must_Plot14_Row18/Vine4_ID119	must	Lavaux_Plot_14	2021-09-30 00:00:00 +0200	2021	Year2021	14	440	25	South	900	925	912.5	calcosol	Calcaire	100-180	Slightly_redox	1	Bottom_moraine	9	70.76744679432959	70.51716477272728	95.27910526315787	33.10786363636363	15.496785478367062	1356.0312805524186	18.343626731805053	18.93947321428572	26.505666666666663	8.440041666666668	2971.6675305524186	22.57047640050412
364525_051-LP3-ITS-0051	Lavaux_2021-09-30_must_Plot15_Row2/Vine11_ID120	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_125-LP3-ITS-0125	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_002-LP3-ITS-0002	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121b	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_006-LP3-ITS-0006	Lavaux_2021-09-30_must_Plot15_Row3/Vine20_ID121c	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_095-LP3-ITS-0095	Lavaux_2021-09-30_must_Plot15_Row4/Vine10_ID122	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_178-LP3-ITS-0178	Lavaux_2021-09-30_must_Plot15_Row4/Vine30_ID123	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_024-LP3-ITS-0024	Lavaux_2021-09-30_must_Plot15_Row5/Vine20_ID124	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_185-LP3-ITS-0185	Lavaux_2021-09-30_must_Plot15_Row6/Vine10_ID126	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_148-LP3-ITS-0148	Lavaux_2021-09-30_must_Plot15_Row6/Vine30_ID127	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_103-LP3-ITS-0103	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_124-LP3-ITS-0124	Lavaux_2021-09-30_must_Plot15_Row7/Vine20_ID128b	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
364525_146-LP3-ITS-0146	Lavaux_2021-09-30_must_Plot15_Row7/Vine39_ID129a	must	Lavaux_Plot_15	2021-09-30 00:00:00 +0200	2021	Year2021	15	520	30	South-West	900	925	912.5	calcosol	Calcique	100-180	no_redox	0	Gravel_moraine	12	72.1040230548236	71.769375	99.44491666666666	33.22309090909091	16.546104683139284	1286.6285310673416	17.89271319499432	18.384715909090907	26.26125	7.47708695652174	2898.61953758908	23.28344880916049
